id,name,objectType,country,regon,countryCd,pib,institutionUuid,lNumber,managerName,eMail,nip,www,iKindName,postalCd,bNumber,phone,iStartDT,dataSource,status,statusCode,city,siTypeName,street,voivodeship,lastRefresh,krs,institutionUid,siTypeCd,uTypeCd,voivodeshipCode,addresses,supervisingInstitutions,statuses,types,names
bafdd534-9afd-4d8d-9412-30dc2d48ab6b,Akademia im. Jakuba z Paradyża,REPORTS_INSTITUTION,Polska,365193022,167,0,bafdd534-9afd-4d8d-9412-30dc2d48ab6b,,Elżbieta,,1040001590,http://www.ajp.edu.pl,,66-400,,95-721-60-22,,POLON,Działająca,1,Gorzów Wielkopolski,,ul. Fryderyka Chopina,lubuskie,1750836897003,,bIyN9cy073sy-77ulzW-Vmw,,,4,Polska | lubuskie | Gorzów Wielkopolski | 66-400 | ul. Teatralna |  |  | 1998-07-21 ; Polska | lubuskie | Gorzów Wielkopolski | 66-400 | ul. Fryderyka Chopina |  |  | 2024-04-30,2b2e64d0-dc32-4575-ba6c-073f0757f4f9 | Minister Nauki i Szkolnictwa Wyższego (poprzednio MEiN) | 1998-07-21,Działająca | 1998-07-21,zawodowa | 1998-07-21 ; akademicka | 2023-01-13,Państwowa Wyższa Szkoła Zawodowa w Gorzowie Wielkopolskim | 1998-07-21 ; Akademia im. Jakuba z Paradyża | 2016-09-01 ; Państwowa Wyższa Szkoła Zawodowa im. Jakuba z Paradyża w Gorzowie Wielkopolskim | 2013-09-26
98bc3a1e-ad8a-4713-be5a-2e66d2a67e41,Akademia Jagiellońska w Toruniu,REPORTS_INSTITUTION,Polska,871681089,167,0,98bc3a1e-ad8a-4713-be5a-2e66d2a67e41,,Joanna,,9562110170,http://www.aj.torun.pl,,87-100,,695000011,,POLON,Działająca,1,Toruń,,ul. Prosta,kujawsko-pomorskie,1750836896804,,bqzihoFzewdc22_OhSRl-kQ,,,2,Polska | kujawsko-pomorskie | Toruń | 87-100 | ul. Prosta |  |  | 2003-09-09,2b2e64d0-dc32-4575-ba6c-073f0757f4f9 | Minister Nauki i Szkolnictwa Wyższego (poprzednio MEiN) | 2003-09-09,Działająca | 2003-09-09,zawodowa | 2003-09-09 ; akademicka | 2022-10-01,Toruńska Szkoła Wyższa | 2003-09-09 ; Akademia Jagiellońska w Toruniu | 2022-12-09 ; Kolegium Jagiellońskie – Toruńska Szkoła Wyższa | 2013-09-11
9a2ed6bc-9fd4-4dc4-a668-6cad90e5c200,Akademia Katolicka w Warszawie,REPORTS_INSTITUTION,Polska,001407436,167,0,9a2ed6bc-9fd4-4dc4-a668-6cad90e5c200,,Krzysztof,,5211039941,https://akademiakatolicka.pl/,,01-815,,(22) 869 98 90,,POLON,Działająca,1,Warszawa,,ul. Dewajtis,mazowieckie,1766909706394,,bCUxADRnpnVOu_dTp9Bfjag,,,7,Polska | mazowieckie | Warszawa | 01-815 | ul. Dewajtis |  |  | 1988-05-03,2b2e64d0-dc32-4575-ba6c-073f0757f4f9 | Minister Nauki i Szkolnictwa Wyższego (poprzednio MEiN) | 1988-05-03,Działająca | 1988-05-03,akademicka | 1988-05-03,Papieski Wydział Teologiczny w Warszawie | 1988-05-03 ; Akademia Katolicka w Warszawie | 2020-09-30
172797e4-f3c0-41a6-a5f9-56e180ce7787,Akademia Kujawsko-Pomorska,REPORTS_INSTITUTION,Polska,092913192,167,0,172797e4-f3c0-41a6-a5f9-56e180ce7787,,Helena,,9671106463,http://www.akp.bydgoszcz.pl,,85-023,,52-321-11-88,,POLON,Działająca,1,Bydgoszcz,,ul. Toruńska,kujawsko-pomorskie,1767012669852,,bZN2aWWsLqe6agEfSee1C6A,,,2,Polska | kujawsko-pomorskie | Bydgoszcz | 85-023 | ul. Toruńska |  |  | 2000-12-29,2b2e64d0-dc32-4575-ba6c-073f0757f4f9 | Minister Nauki i Szkolnictwa Wyższego (poprzednio MEiN) | 2000-12-29,Działająca | 2000-12-29,zawodowa | 2000-12-29 ; akademicka | 2022-10-01,Kujawsko-Pomorska Szkoła Wyższa w Bydgoszczy | 2000-12-29 ; Akademia Kujawsko-Pomorska | 2023-01-24
1ed8b72b-128f-41e7-9395-4eb66e500572,Akademia Kultury Fizycznej im. Bronisława Czecha w Krakowie,REPORTS_INSTITUTION,Polska,000327847,167,0,1ed8b72b-128f-41e7-9395-4eb66e500572,,Andrzej,,6750001952,http://www.awf.krakow.pl,,31-571,,12-683-15-66,,POLON,Działająca,1,Kraków,,al. Jana Pawła II,małopolskie,1750836895096,,bd2ijsvNLxJL9WeRD1AExCw,,,6,Polska | małopolskie | Kraków | 31-571 | al. Jana Pawła II |  |  | 1950-07-05,2b2e64d0-dc32-4575-ba6c-073f0757f4f9 | Minister Nauki i Szkolnictwa Wyższego (poprzednio MEiN) | 1950-07-05,Działająca | 1950-07-05,akademicka | 1950-07-05,Akademia Kultury Fizycznej im. Bronisława Czecha w Krakowie | 2024-12-20 ; Akademia Wychowania Fizycznego im. Bronisława Czecha w Krakowie | 1950-07-05
aaa74363-79c4-4585-a3f5-1f369070fd0a,Akademia Kultury Społecznej i Medialnej w Toruniu - Akademia Nauk Stosowanych,REPORTS_INSTITUTION,Polska,871566276,167,0,aaa74363-79c4-4585-a3f5-1f369070fd0a,,Zdzisław,,9562055979,http://www.aksim.edu.pl,,87-100,,56 610 71 31,,POLON,Działająca,1,Toruń,,ul. św. Józefa,kujawsko-pomorskie,1750836894681,,bVzbdpurTBTlpWzoxhntvqw,,,2,Polska | kujawsko-pomorskie | Toruń | 87-100 | ul. św. Józefa |  |  | 2001-08-14,2b2e64d0-dc32-4575-ba6c-073f0757f4f9 | Minister Nauki i Szkolnictwa Wyższego (poprzednio MEiN) | 2001-08-14,Działająca | 2001-08-14,zawodowa | 2001-08-14,Wyższa Szkoła Kultury Społecznej i Medialnej w Toruniu | 2001-08-14 ; Akademia Kultury Społecznej i Medialnej w Toruniu - Akademia Nauk Stosowanych | 2021-11-15
d5f072fd-5060-4d4e-84cd-e0313f85459f,Akademia Leona Koźmińskiego w Warszawie,REPORTS_INSTITUTION,Polska,010228830,167,0,d5f072fd-5060-4d4e-84cd-e0313f85459f,,GRZEGORZ,,5241005438,http://www.kozminski.edu.pl,,03-301,,22 51 92 112,,POLON,Działająca,1,Warszawa,,ul. Jagiellońska,mazowieckie,1775727006290,,bvucdCQnF0trpiFVTpGjEOw,,,7,Polska | mazowieckie | Warszawa | 03-301 | ul. Jagiellońska |  |  | 1993-05-12,2b2e64d0-dc32-4575-ba6c-073f0757f4f9 | Minister Nauki i Szkolnictwa Wyższego (poprzednio MEiN) | 1993-05-12,Działająca | 1993-05-12,akademicka | 1993-05-12,Akademia Leona Koźmińskiego w Warszawie | 1993-05-12
fab8ffae-7bc4-4ae5-b896-7aa0f534ab93,Akademia Łomżyńska,REPORTS_INSTITUTION,Polska,451202740,167,0,fab8ffae-7bc4-4ae5-b896-7aa0f534ab93,,Dariusz,,7181947148,https://al.edu.pl,,18-400,,86 2155950,,POLON,Działająca,1,Łomża,,ul. Akademicka,podlaskie,1750836894886,,b_NTFxoma2P2M9G5aNt3c0A,,,10,Polska | podlaskie | Łomża | 18-400 | ul. Akademicka |  |  | 2004-07-01,2b2e64d0-dc32-4575-ba6c-073f0757f4f9 | Minister Nauki i Szkolnictwa Wyższego (poprzednio MEiN) | 2004-07-01,Działająca | 2004-07-01,zawodowa | 2004-07-01 ; akademicka | 2022-10-01 ; zawodowa | 2023-06-13,Państwowa Wyższa Szkoła Informatyki i Przedsiębiorczości w Łomży | 2004-07-01 ; Akademia Łomżyńska | 2023-06-01 ; Akademia Nauk Stosowanych w Łomży | 2022-03-01
3b7a72f4-78d9-4c46-8876-932d37791dd0,Akademia Marynarki Wojennej im. Bohaterów Westerplatte,REPORTS_INSTITUTION,Polska,190064136,167,0,3b7a72f4-78d9-4c46-8876-932d37791dd0,,Tomasz,,5860104693,http://www.amw.gdynia.pl,,81-127,,261 26 25 14,,POLON,Działająca,1,Gdynia,,ul. inż. J. Śmidowicza,pomorskie,1750836894729,,bGA_QwQGoDNg-6MMEBxlWNQ,,,11,Polska | pomorskie | Gdynia | 81-127 | ul. inż. J. Śmidowicza |  |  | 1922-10-01,101a981c-2750-40b0-b6c9-60833cb614c8 | Minister Obrony Narodowej | 1922-10-01,Działająca | 1922-10-01,akademicka | 1922-10-01,Akademia Marynarki Wojennej im. Bohaterów Westerplatte | 1922-10-01
fb0b716b-b98a-4c7a-a0bd-40c352f67d34,Akademia Mazowiecka w Płocku,REPORTS_INSTITUTION,Polska,611038403,167,0,fb0b716b-b98a-4c7a-a0bd-40c352f67d34,,Maciej,,7742472620,https://mazowiecka.edu.pl/,,09-402,,24 366 54 20,,POLON,Działająca,1,Płock,,pl. gen. Jarosława Dąbrowskiego,mazowieckie,1776248105268,,bzGchOtHmG5nG3t-CHXHgUA,,,7,Polska | mazowieckie | Płock | 09-402 | pl. gen. Jarosława Dąbrowskiego |  |  | 1999-07-01,2b2e64d0-dc32-4575-ba6c-073f0757f4f9 | Minister Nauki i Szkolnictwa Wyższego (poprzednio MEiN) | 1999-07-01,Działająca | 1999-07-01,zawodowa | 1999-07-01 ; akademicka | 2022-10-01,Państwowa Wyższa Szkoła Zawodowa w Płocku | 1999-07-01 ; Akademia Mazowiecka w Płocku | 2022-10-01 ; Mazowiecka Uczelnia Publiczna w Płocku | 2019-09-01
7eedb7a7-c23f-4605-ba80-5f3b1a44cb12,Akademia Medyczna Nauk Stosowanych i Holistycznych,REPORTS_INSTITUTION,Polska,140942044,167,0,7eedb7a7-c23f-4605-ba80-5f3b1a44cb12,,Iwona,,5272551490,http://www.amh.edu.pl,,02-304,,226310575,,POLON,Działająca,1,Warszawa,,al. Aleje Jerozolimskie,mazowieckie,1762277404600,,bFGzFyhxdOIASrw0M6gmV5g,,,7,Polska | mazowieckie | Warszawa | 01-234 | ul. Marcina Kasprzaka |  |  | 2007-02-22 ; Polska | mazowieckie | Warszawa | 02-304 | al. Aleje Jerozolimskie |  |  | 2025-09-19,2b2e64d0-dc32-4575-ba6c-073f0757f4f9 | Minister Nauki i Szkolnictwa Wyższego (poprzednio MEiN) | 2007-02-22,Działająca | 2007-02-22,zawodowa | 2007-02-22,Wyższa Szkoła Rehabilitacji w Warszawie | 2007-02-22 ; Akademia Medyczna Nauk Stosowanych i Holistycznych | 2024-08-09 ; Akademia Medyczna Nauk Stosowanych Humanum | 2023-12-20
82f46ff0-0103-4224-80d8-25e424f016ef,Akademia Medycznych i Społecznych Nauk Stosowanych,REPORTS_INSTITUTION,Polska,170942078,167,0,82f46ff0-0103-4224-80d8-25e424f016ef,,Magdalena,,5782731535,http://www.amisns.edu.pl,,82-300,,55 239-38-02,,POLON,Działająca,1,Elbląg,,ul. Lotnicza,warmińsko-mazurskie,1750836896988,,bXOdJ54cfgM2f0NNb-5lFUA,,,14,Polska | warmińsko-mazurskie | Elbląg | 82-300 | ul. Lotnicza |  |  | 2004-03-24,2b2e64d0-dc32-4575-ba6c-073f0757f4f9 | Minister Nauki i Szkolnictwa Wyższego (poprzednio MEiN) | 2004-03-24,Działająca | 2004-03-24,zawodowa | 2004-03-24,Elbląska Uczelnia Humanistyczno-Ekonomiczna w Elblągu | 2004-03-24 ; Akademia Medycznych i Społecznych Nauk Stosowanych | 2021-11-05
cfa5bbee-e754-4694-9f50-3226c91dd7cb,Akademia Muzyczna im. Feliksa Nowowiejskiego w Bydgoszczy,REPORTS_INSTITUTION,Polska,000842390,167,0,cfa5bbee-e754-4694-9f50-3226c91dd7cb,,Elżbieta,,5540313225,http://www.amuz.bydgoszcz.pl,,85-075,,(52) 321-11-42,,POLON,Działająca,1,Bydgoszcz,,ul. prof. Jerzego Godziszewskiego,kujawsko-pomorskie,1759842906244,,bJxEKo00xHQHjBND5sy9XyQ,,,2,Polska | kujawsko-pomorskie | Bydgoszcz | 85-008 | ul. Juliusza Słowackiego |  |  | 1974-10-01 ; Polska | kujawsko-pomorskie | Bydgoszcz | 85-075 | ul. prof. Jerzego Godziszewskiego |  |  | 2025-10-01,5b64b6e6-7375-4037-89d8-ef183ea2c1f0 | Minister Kultury i Dziedzictwa Narodowego (poprzednio MKDNiS) | 1974-10-01,Działająca | 1974-10-01,akademicka | 1974-10-01,Akademia Muzyczna im. Feliksa Nowowiejskiego w Bydgoszczy | 1974-10-01
1cdeb0b0-d2cb-4790-b753-32804af5202f,Akademia Muzyczna im. Grażyny i Kiejstuta Bacewiczów w Łodzi,REPORTS_INSTITUTION,Polska,000275725,167,0,1cdeb0b0-d2cb-4790-b753-32804af5202f,,Elżbieta,,7240005176,http://www.amuz.lodz.pl/,,90-716,,42 6621663,,POLON,Działająca,1,Łódź,,ul. Gdańska,łódzkie,1750836895123,,bMKM4ytaPEf2Cyxat6g8d5A,,,5,Polska | łódzkie | Łódź | 90-716 | ul. Gdańska |  |  | 1946-10-01,5b64b6e6-7375-4037-89d8-ef183ea2c1f0 | Minister Kultury i Dziedzictwa Narodowego (poprzednio MKDNiS) | 1946-10-01,Działająca | 1946-10-01,akademicka | 1946-10-01,Akademia Muzyczna im. Grażyny i Kiejstuta Bacewiczów w Łodzi | 1946-10-01
ef468625-bba7-4557-8b5b-d6caea8d296c,Akademia Muzyczna im. Ignacego Jana Paderewskiego w Poznaniu,REPORTS_INSTITUTION,Polska,000275731,167,0,ef468625-bba7-4557-8b5b-d6caea8d296c,,HANNA,,7781331533,http://www.amuz.edu.pl,,61-808,,(61)  856 89 00,,POLON,Działająca,1,Poznań,,ul. Święty Marcin,wielkopolskie,1776250552086,,bW6Ra7aqrppfAT4VXY3YtpQ,,,15,Polska | wielkopolskie | Poznań | 61-808 | ul. Święty Marcin |  |  | 1920-10-01,5b64b6e6-7375-4037-89d8-ef183ea2c1f0 | Minister Kultury i Dziedzictwa Narodowego (poprzednio MKDNiS) | 1920-10-01,Działająca | 1920-10-01,akademicka | 1920-10-01,Akademia Muzyczna im. Ignacego Jana Paderewskiego w Poznaniu | 1920-10-01
cda93a67-5464-42e6-853b-d2666a5f7e41,Akademia Muzyczna im. Karola Lipińskiego we Wrocławiu,REPORTS_INSTITUTION,Polska,000275748,167,0,cda93a67-5464-42e6-853b-d2666a5f7e41,,KRYSTIAN,,8971546349,http://www.amuz.wroc.pl,,50-043,,713100500,,POLON,Działająca,1,Wrocław,,pl. Jana Pawła II,dolnośląskie,1750836897068,,bWa4Oa8n6AFcylv9ILPDqNQ,,,1,Polska | dolnośląskie | Wrocław | 50-043 | pl. Jana Pawła II |  |  | 1948-11-05,5b64b6e6-7375-4037-89d8-ef183ea2c1f0 | Minister Kultury i Dziedzictwa Narodowego (poprzednio MKDNiS) | 1948-11-05,Działająca | 1948-11-05,akademicka | 1948-11-05,Akademia Muzyczna im. Karola Lipińskiego we Wrocławiu | 1948-11-05
f9469b78-28ba-4ae7-a8a7-75deeebf53b7,Akademia Muzyczna im. Karola Szymanowskiego w Katowicach,REPORTS_INSTITUTION,Polska,000275760,167,0,f9469b78-28ba-4ae7-a8a7-75deeebf53b7,,Jarosław,,6340136434,http://am.katowice.pl,,40-025,,32 7792111,,POLON,Działająca,1,Katowice,,ul. Zacisze,śląskie,1750836916283,,bz0Iww5eDaVAT0oqN9WUHaA,,,12,Polska | śląskie | Katowice | 40-025 | ul. Zacisze |  |  | 1948-11-01,5b64b6e6-7375-4037-89d8-ef183ea2c1f0 | Minister Kultury i Dziedzictwa Narodowego (poprzednio MKDNiS) | 1948-11-01,Działająca | 1948-11-01,akademicka | 1948-11-01,Akademia Muzyczna im. Karola Szymanowskiego w Katowicach | 1948-11-01
5befab98-bc6e-4039-8315-eed54f8cce0f,Akademia Muzyczna im. Krzysztofa Pendereckiego w Krakowie,REPORTS_INSTITUTION,Polska,000275719,167,0,5befab98-bc6e-4039-8315-eed54f8cce0f,,Mariusz,,6750007587,https://www.amuz.krakow.pl,,31-027,,+48 12 422 04 55,,POLON,Działająca,1,Kraków,,ul. św. Tomasza,małopolskie,1750836894804,,boOlJ-wxjhgOSXc4DeKXcwg,,,6,Polska | małopolskie | Kraków | 31-027 | ul. św. Tomasza |  |  | 1888-02-01,5b64b6e6-7375-4037-89d8-ef183ea2c1f0 | Minister Kultury i Dziedzictwa Narodowego (poprzednio MKDNiS) | 1888-02-01,Działająca | 1888-02-01,akademicka | 1888-02-01,Akademia Muzyczna w Krakowie | 1888-02-01 ; Akademia Muzyczna im. Krzysztofa Pendereckiego w Krakowie | 2021-01-01
91ab4da1-a170-40fc-a351-2339b7ef3899,Akademia Muzyczna im. Stanisława Moniuszki w Gdańsku,REPORTS_INSTITUTION,Polska,000275754,167,0,91ab4da1-a170-40fc-a351-2339b7ef3899,,Ryszard,,5830015884,http://www.amuz.gda.pl/,,80-743,,+48583009200,,POLON,Działająca,1,Gdańsk,,ul. Łąkowa,pomorskie,1774192505909,,bvET7ACr0TvRyXolzkWhHkA,,,11,Polska | pomorskie | Gdańsk | 80-743 | ul. Łąkowa |  |  | 1947-10-01,5b64b6e6-7375-4037-89d8-ef183ea2c1f0 | Minister Kultury i Dziedzictwa Narodowego (poprzednio MKDNiS) | 1947-10-01,Działająca | 1947-10-01,akademicka | 1947-10-01,Akademia Muzyczna im. Stanisława Moniuszki w Gdańsku | 1947-10-01
a4b9d6e6-b8d6-4a7c-b151-5100375fcb7d,Akademia Nauk Społecznych i Medycznych w Lublinie - Akademia Nauk Stosowanych,REPORTS_INSTITUTION,Polska,432266019,167,0,a4b9d6e6-b8d6-4a7c-b151-5100375fcb7d,,Emilia,,7122652701,http://www.wsns.lublin.pl,,20-102,,815318556,,POLON,Działająca,1,Lublin,,ul. Zamojska,lubelskie,1750836897134,,bLdQ_xnTYHDrDI7_xl1eIfw,,,3,Polska | lubelskie | Lublin | 20-102 | ul. Zamojska |  |  | 2001-03-12,2b2e64d0-dc32-4575-ba6c-073f0757f4f9 | Minister Nauki i Szkolnictwa Wyższego (poprzednio MEiN) | 2001-03-12,Działająca | 2001-03-12,zawodowa | 2001-03-12,Wyższa Szkoła Nauk Społecznych w Lublinie | 2001-03-12 ; Akademia Nauk Społecznych i Medycznych w Lublinie - Akademia Nauk Stosowanych | 2023-03-01 ; Wyższa Szkoła Nauk Społecznych z siedzibą w Lublinie | 2014-02-05
